Sentiment,Tweet
1,Today was a good day at work. Had mom and dad email me and let me know they want me to #doula them for there Oct... ~http
1,today was a good day :)
-1,Today This Nigga Said Niggas Who Wear Louie Vuitton And Gucci Are Gay But He Had Some God Damn Shaqs On -__-
0,TODAY ONLY @user
0,Today on #junofreetracks its dubstep from @user + @user courtesy of @user + @user ~http 
0,Today Microsoft Windows Canada is pitting SFU's very own Dominic - Will he DOorDIE? in their DOorDIE competition! GO VOTE FOR DOM!
0,Today Microsoft unveiled Mango; the next update to Windows Phone 7 - coming this fall. Mango will deliver 500+... ~http
0,TODAY IS THE DAY!! Tier Zero Nike X Questlove Dunk High BZ & Strap (415924-601); (434245-700) ~http 
1,Today is offically Hug an Australian Day and also International Macaroni Day -  so take that Aussie out for a pasta... ~http 
0,Today is just as it is
1,Today is def a sweat pants; cami and Adidas slides kinda day. #dayofflazyswag
0,Today I'm going shopping I worker hard yesterday so today I'm spoiling myself GUCCI TIME!!
0,Today feel like Friday
1,"Today at work we got to eat a cake called ""chocolate nemesis"" and made the freezer into a fort. 50 hours of work now = worth it."
1,Today and Tomorrow are great days to go to the Sony Ericsson Open @user
0,Toastmasters tonight from 6-7 in Hilton 300.  Fun way to improve your public speaking skills.  Try one meeting - you'll be hooked!...
-1,To the guy on the 225 Clitheroe bus this morning who'd twinned an Adidas tracksuit with a Louis Vuitton man-purse. You looked a right dick!
1,to see my brother tomorrow!!!! So excited!
1,To say that this cause is dear to my heart; would really be an understatement. Because this is my niece; it's... ~http 
0,To manually start Microsoft Outlook in Safe mode ... from the run box type OUTLOOK /SAFE
0,To have loved and lost; or to have never loved at all.
1,To everyone who loves 3D and nintendo. Dont worry that nintendo isnt going to support wii u 3D; pick up a 2D to 3D tv and play zelda in 3d.
0,To embrace or ignore the iPad. Is it a glorified nintendo for big kids or a techno tool for wankers? Decision time.
1,To become Christ like is to become less self-conscious and more God-conscious.
0,"To add to the 1990 nostalgia; Hubs connected his original Nintendo to our 60"" TV tonight. I played Super Mario Bros. & got to level 5."
0,Tl tl tl... What's the next road trip my friend??? Lmao RT @user Lmao! Smh! Lala!RT @user ... ~http 
0,Tired; night all!
-1,Tired..STILL! &lt;3
0,Tips For Convincing Young Children To Eat Organic Foods ~http 
0,Tips & Tricks - How to Create a table of contents in Microsoft Office Word 2007 - ~http 
0,Tip of the hat to @user for posting about Microsoft Talk on his blog - Windows Lifestyle. ~http  ^AB
-1,"Times when you find THE perfect combat boot by Gucci on ""sale"" and they're out of the 6.5 #FAIL"
0,time to wrap up for day! hoping microsoft will soon come to the rescue...
0,Time to time i just listen to Gucci to get hype.
1,Time to have my twenty-first girl get courted by some thirteenth century Highlanders... Damn. I love writing.
0,Time to have a batttthhhhh
0,Time to get those important zzzz's. Always keep God #1 and always keep the faith no matter what #godisgreat
0,Time to employ ‘buy low; sell high’ strategy ~http  via @user
-1,Time to delete everything off of this piece of shit. Bye bye Samsung N130!
0,Time to clean dis dirty ass room
0,Time is running out on your chance to win a Nintendo 3DS. Contest ends this Friday! ~http 
0,Time for Training (@ East Brunswick Hilton and towers) ~http 
1,Time for breakfast. Chicken biscuit calling my name.
1,Time for a brew and some biccies :) #justsobritish
0,til then tho in my gucci voice; ima dawg ima dawg ima dawg ima dawg
-1,Tiger's losing streak is wearing on his Nike apparel line ~http 
0,Tiger Woods' marriage over after the airing of Nike ad?  ~http 
0,Tiger beer as big as my head $1.50; winning ~http 
0,Tier Zero Nike X Questlove Dunk High BZ & Strap (415924-601); (434245-700) ~http
0,Tier Zero Nike Dunk X Questlove (415924-601) & (434245-700) ~http
1,TICKETS FOR OUR EXCITING BROADWAY SERIES ARE ON SALE NOW! Come see Kenney Rogers; Hal Holbrook; RAIN; The Rat Pack and STOMP
0,TI INSIDE Online - Windows 7 puxa receita e lucro da Microsoft no 2º trimestre fiscal: ~http  via @user
0,Thumb Keyboard (@beansoft) and @user are giving away a free Samsung Tab 10.1 tablet ~http 
-1,Tht gucci gucci song is stupid as fuck.
0,Throwing things at the fan and watching them fly accross the room.
0,Three events complete for the week. Beautiful wedding Thurs on Hilton Head; special 50th wedding anniversary Fri... ~http
0,Thoughts | Kashif Malim ~http  via @user
1,Thought for Tuesdays : Today is a gift; that is why it is called  ... The Present
-1,Thought for the day: If at first you don't succeed then skydiving is probably not for you.
0,Thought covered would have it...but hip replacement is a really clever idea  :)
0,THOUGHT ABOUT GOIN OUT HMMM..... ( SCRATCHES HEAD N *COUGHS*) UGH...NAW IM N DA HOUSE FOR DA NIGHT..LOL
0,Though the media seems to remember only Lennon on this day; Your fans will never forget you. RIP Brother ~http 
0,Those were metaphorical Nike laces.....
0,Those The Nike Air Mag's are gonna be the Biggest release of the Decade hands down but with only 1500 pairs I might be Shit Outta Luck
0,Those of you who have an iPad; would you purchase Microsoft office and Adobe Reader? I'm contemplating doing it but not sure.
-1,Those Nike boots are tough but its 95 degrees out ny dude
1,Those new Nike Air Mags are cool....not my style though.
0,"those could be hot with a dope colorway RT @user Nike Lebron 9 ""Low"" #hmmm  ~http "
0,This. ~http 
-1,This would be why I'm moving. I can't even look or talk to you anymore. I cannot stand you...
1,This will help a lot! Good that FB searches only public pages. RT @user Bing Adds Social Media to Search Results ~http 
0,this week at hilton hotel kenya my proud achievement from dee frent sound and dew studios; Nabsari will be perfoming more info coming soon
-1,This weather is disgustingg!
-1,This video contains content from Sony Music Entertainment; who has blocked it in your country on copyright grounds. -&gt; FUCK YOU DMCA!!!!!!!!
-1,This two hour Microsoft class in Friday morning will be the #baneofmyexistence
1,This Sunday is Family Day at Tiger Land! Get down between 12-2 & have a go at the AFLQ inflatable!! Great day for the whole family!!
-1,This sucks on the weekend i need my car most i dont have it !
0,This story explains most things that go wrong in politics ~http 
0,This song with gucci n waka I'm guessing is called get out my lane or ferrarii boys
0,This Song Has My Attention : Kreayshawn- Gucci Gucci :&gt;
1,this song by gucci i dont lover her ft. rocko&webbie goes to #oomf! lol fr fr ..
0,This site is great I got 100 followers in a day using ~http  .
-1,this sht gucci hoe
1,This shirt is ass kicking ~http 
0,This Saturday ONLY- 30-50% OFF EVERYTHING!! It's like a dream; I know!
0,This Saturday @user at #ithacabrewfest is the place to be. Come play where's Waldo with me 
1,This Samsung windows phone is dope....screen is crazy!
-1,this samsung android is ruining my life!!!!!
0,This pool feels too bomb or must be the 4 #ills and the #weiser im on
0,This nigga @user gonna have them Nike mags
1,This new Nintendo system has some lofty goals! #E3onG4
0,This morning on 125th: 40 yr old man. All white adidas leisure suit; white bucket hat; thick gold chain. @ 8am. Officially spring in Harlem
0,This mob crowd I seem to be in the middle of at the Burlington Sound of Music Festival is NOT okay.
-1,this man told me i look like a gucci girl... ? wtf is that& i hope i dont whatever it is
0,This man T. Y Hilton killing the Louiville secondary! #FIU
1,This man in front of me is fln so gud. I'm trying to get in his level. yeah I'm on my level
1,This looks excellent ~http  you still need £84;000 though.
-1,This live action fairly oddparents grown up shit with Drake Bell is a big HELL TO THE NO. Nickelodeon dun goofd tbqf.
0,This just in; the latest Chilean miner released & has just signed a release; hugged a minor; and ate a bowl of chili; that is all #fb
0,This item for sale on Ebay:  Sony DRX-820U 16x DVD+/-RW Dual Layer USB2.0 External  ~http 
-1,This is what happens when you let a woman book your flight; I guess I won't be watching tonight's game.
-1,This is the worst news I've heard in a while... Verizon Reportedly Won’t Sell the Samsung Galaxy S II. ~http 
1,This is the Nike Vintage Pack Air Max One!! ~http 
0,This is the latest information from Sony about the playstation network outage.  ~http 
1,"This is so true made me laugh ""The nice part about living in a small town: When you don't know what you're doing; someone else always does!"""
0,THIS IS IT -  the Toplook from -~http  -- Mr. Melk. Skapelsen ~http  via @user FAntastic??
1,This is how I roll ! Dam right
-1,"This is a sad day :( ""@joshuatopolsky: And like that; Microsoft scoops up Skype for a micro $8.5 billion ~http "
0,This ice storm got me feeling like gucci #burburburrrrrr!
-1,This house smells weird
-1,This hoe at carver got on the fake gucci shoes she thirsty... And her friend with the fake loui bag. # yall aint loyal
0,this here is ah one night thang ! ;; and ii aint looking for no rang ! ;; ii aint tryning play no games but !........ #Heartbreaker♥
-1,This headache is killing me softly ..
-1,This has not been a good weekend for me at all
1,This has been a busy week. Finally laying down. Goodnight people.
0,This gucci belt & & shoes I bought from saks #gottahaveit had 2 get it check my tab  ~http
0,This gotta have it thing is in the way! Went across town just for some bacon smh
0,This girl texted me and made me laugh when I'm suppose to serious!
0,"This girl ikno from high school is in Gucci video in the tub ""Hard on A Bitch"""
0,This first tweet will be my disclaimer... I have warned u... And u now know that it's not a game... U will GRIP your sheets at night...
-1,This explains the inane junk mails I constantly receive . . . Microsoft Rips Google With Gmail Man [VIDEO] ~http 
1,This DWTS is so cute! Can't wait for the Latin Dances next!
0,This dude said gucci better then pac
0,this cj hilton joint is kinda hard shout out to b more real quick
1,This chocolate roulade is... &lt;3
0,This chick got her feet pierced
0,This business man gave his Audi R8 to a bunch of car guards! Check out the video I took outside my office: ~http 
1,This burrito hittin. Next stop =&gt; Night nightville
-1,This bitch thinked I runied her old ass nike sneakers cus I step on it shit that came like 3 yr ago lol. I didn't step on it btw I was about
1,This bamma got on gym gear; bobbie sox and Nike boots!! Only I'm Largo!
0,This 26-Year Old Founder Is Raising $100 Million To Take On Giants Like Microsoft ~http 
-1,thinking of winter in atlantic canada.. not fun
-1,Thinking of jailbreaking my ipod touch second gen. The 4.0 update doesn't do shit for it; so i might just do it.
0,Thinking of going to the Gucci store  idk if thats a good idea
0,Thinking bout my king @user made me wanna listen to gucci mane radio #pandora
0,Thinking about this dress for the cruise... Audrey Cocktail Dress ~http 
-1,Thinking about shutting down facebook as I never talk on it. Seems like a waste of spam in my email to me as of late :/
0,Thinkin bout copin these gucci thong slides y not rite let me kno sumthin followers
0,Think stock market woes will have a negative impact on new car buyers? Think again; says @user ~http 
0,Think I might get the iPhone.....battery life supposed to be better.... (miss my bb)  :(
1,Things I want to do today are all fun things like eat candy; make a mess in the basement and scream and fart in the hot tub.
-1,Thing tomorrow might be a coding and design day after I am done shouting at the morons at microsoft first thing
-1,"They were trying to compare to Nike ""Just Do It"".  Epic fail..."
0,They were better and cost more that Gucci over her ...
-1,They say the world is going to hell too bad i will be on the moon suckers!
0,They Rage On ~http 
0,They made @user sit in the vack in gurens class haha
0,they love doing laundry RT @user  Why do niggas wear 2 pairs of Nike socks
0,They know they know;.....
0,they got one pair of nike socks
0,They gonna have  adidas sweatsuits  on and have those toes out RT @user It's going to be 87* tomorrow so (cont) ~http 
-1,They didn't fit; so then she tried to snatch up my super bright adidas hi-tops.
0,They also make comments about how they don't want to share you #EugeneDailyNews #DontDoIt
-1,They aint fucking wit me new orleans NO!! old school bitch I let her blow me like nintendo * meek mill voice
1,THESIS COMPLETE....time to celebrate like microsoft teaches us
-1,"These people who beg for a ""RT"" need to be shot in the face.  It's embarrassing.  #getalife"
1,These Nintendo announcements have been way more exciting for me than anything from Microsoft; Sony; or Apple
1,These Nike Dunks are pretty smooth. I prefer the black but I have so many black shoes. I'd have to get the tan. ~http
-1,These new Nike diamond turfs go stupid if only I can find a mariners snapback™
0,These Lul Azz Boyzz On Twitter Ctfup Go Playy With Ur Playmates Llss
1,these football shirts are dope! we want to be happy after the games!!!
0,These are my people on this 6ft7 Remix D.U.C ~http 
1,these Adidas flip flops are lovin' on my feet right now #comfortable
0,theres a difference between giving up; and knowing when you've had enough
-1,There´s a demon stalking me. I still dont know who  exactly is but I will...(frowns)
0,There's so much talk about these back 2 the future Nike shoes that r coming out! Perfect @user T to match! ~http 
0,There's a right and a wrong way...
0,There's a reason why Nike is superior to other sporting brands. Just turn it to ESPN and look at the unis Under Armour came up with. #fail
0,There's a horse inside our house:) LOL
-1,There's a guy who's about 25 on my bus with an adidas bag covered in menchies. When did this become acceptable?!
0,"There's a DJ at the Oxford Circus Nike shop. I'm falling for its ""buy stuff with a swoosh on it"" scam. Damn it."
1,There will be no war if we all lay down our weapons and refuse to fight.  Commit to loving your neighbor.
1,There were big news from nintendo today but it would never over pass the Xbox 360 maybe not who knows
0,There was a armed robbery at the Chandler mall and a Hilton hotel 14 miles away from where I live. Yeeeeeyy &gt;.&gt;
0,There is so much n the world; and so little time...don't waste it
0,There is power in words; choose them wisely.
0,There is only Drama if you make some. Sometimes you gotta keep you're opinion to yourself..for other peoples sake
-1,There is nothing new; nothing to be found; it has all been said before...
-1,There is nothing attractive about ghetto white girls. Take the Nike high tops off and put on some sandals.
-1,There is always one terrifyingly shady group of 3+ men at IHOP #headonaswivle
-1,there is a screech owl outside my window cant sleep :(
-1,There goes Skype down the drain.........Report: Microsoft near $7 billion deal for Skype ~http  via @user
0,There are some things better left unsaid. #Image: super funky/functioning desk at Microsoft HQ Sydney. #startups #sbsca ~http
1,There are new cross walk blinkers in nike and they talk. VERY entertaining! :)
0,There are currently six manufacturers — Dell; HTC; Kyocera; LG; Motorola; and Samsung — making 42 smartphones using the Android
1,there are actually so many nice people on here :)
-1,Then again who am I to judge with my uf shirt; yoga pants; and Nike sneakers...sigh
1,The Zelda parts of the Nintendo Press Conference was the most interesting! Liked the 3DS Games thou!
0,the world is watching.OBAMAI is the world wide favorite
-1,The whole office took a fieldtrip to starbucks RT: @user Im too emotionally stressed to go back to work #nycearthquake2011@LaurGro  .
0,The whole Apple VS Samsung court hearing in the Netherlands is covered here : ~http 
0,The white Samsung Galaxy S II hits UK shops on 1 September.
0,The way I always get strikes in nintendo wii bowling; but not in real life bowling
1,The wave tonight is the @user party. Do NOT wait to get your tix at the door! #BewareOfTheDawgs!
0,The Unlocked Cell Phone Sony Ericsson K850 ~http 
1,The Unique Nintendo Wii Games: These games can be basically played with out much confusion or restriction with i... ~http
0,The ultimate evil is to leave the company of the living before you die.
0,The Totally Rad Show Episode 158: Hick – How to Train Your Dragon; Just Cause 2; Nintendo 3DS; Scott Pilgrim... ~http 
0,The Tie ~http  @user @user
1,The The new sony Bravia  Like Not one other ~http  definition of marketing :)
0,"The tank isn't allowed to say ""good tanking."" Especially if he's a lousy tank. #GrimBatol"
1,The swype key pad of my samsung  rocks.. Lets see how the battery life is.....
-1,The sun is so hottt
0,The success rate for Bing searches in the U.S. in July was 80.04%; compared to 67.56% for Google. (Experian Hitwise)
0,The starting point for the new D3 A8 was the original D2 A8 of 1994; the first Audi to compete fully in a class... ~http 
0,The SRA has published a final draft of new 'principles based' conduct rules - the final version is to be published in April 2011
0,The spring edition of the DHS newsletter can be viewed at: ~http 
0,the souls r gucci still cant get over that
0,The sony ware house in enfield is still on fire; like ten hours later; #londonriots
1,The Sony Store: A great ideas for the 80's...can they still rock it?  ~http  My take: better step up in product dev #retail
0,The Sony S1 tablet will be available in UK by the end of September.
0,The Sony Ericsson Xperia Ray shows off its AT&T 3G bands at the FCC
0,The site is call ~http  I was selling motorcycle fairings..
0,The single most sensible thing you can do now is to listen to ... More for Libra ~http 
0,The secret ingredient that allowed Inca culture to thrive in the inhospitable Andes has been uncovered: Ilama dung.    ~http 
0,The Samsung Galaxy S is an Android smartphone that was
0,The Samsung Galaxy S II captures this talented young soccer star celebrating in style!  - ~http 
-1,the samsung continuum is a nice idea... just sad that it's not the Nexus Two everyone hopped for plus its for VERIZON *thumbs down*
-1,The same people that told me I couldn't; act like they love me smh
-1,the sad reality is that a lot of ignorant people on so many levels do hold similar opinion to David Starkey #Newsnight
0,The run yesterday didn't happen. 9 miler today... blah! @user is only 3 weeks away!
1,The Rougeau's work over Davey Boy Smith's leg for five minutes. Davey counters with a monkey flip and running powerslam. #AWAYDAVEY
-1,The punishment phase is now underway for Matt Baker; found guilty late Wednesday for the murder of his wife...~http
0,The ppl who CLAIM they the realest be the fakest ones HA
0,The police are starting to put pictures of the rioters on Flickr ~http 
-1,The playstation network dose still not work. The thing is that Sony have not said anything for the last 4 days.
0,The people I wanna see; I can't even see!
0,The Paper Dollz Blog: JENNIFER LOPEZ AND TWINS FACE OF NEW GUCCI CAMPAIGN ~http  fashion stylist .
0,The oval office is about to be in my house!!
0,"The orangutan on bing.com videos are eerily human-like; so is the ""Planet of the Apes"" movie a bit of foreshadowing for the future? lol"
0,The only coffee place near tiffanys opens at 7am: Sony plaza starbucks on Madison.
1,The official start of production for the Audi Q3 begins production today! Check out Audi's compact premium SUV! ~http 
-1,The NZRFU could do so much good and undo so much harm if it told Adidas to fuck off and went back to Canterbury NZ. #theresstilltime
0,The NYT Discovers That; Lo and Behold; Web Filters Don't Work ~http  (via @user) Reason & sense won't stop Conroy though.
0,the nintendo EVERYONE #gte3. #GTE3: ~http 
1,The nintendo 3DS eShop us out soon! Yayayayayayyay ... Almost E3 time too!
1,the Nike Training app is THE TRUTH! --i may never step foot in a gym again
0,The Nike symbol is formally known as the 'swoosh' I didn't know that either!
0,"the Nike Swoosh was designed for $35 and chosen because it ""was the least awful"". #design ~http "
1,The Nike Iceman poster with Gervin sitting on the ice throne is the greatest sports poster of all time.
0,The next version of Microsoft Assessment & Planning (MAP) Toolkit—version 6.0—now available for download: ~http
-1,"The news is making this sad cat-murder story as serious as they would a serial killer...because after killing cats ""people are next"""
0,The newly single David Arquette got all decked out at the Samsung Infuse 4G for AT&T launch event.. ~http 
0,The New York Times: DealBook: Microsoft in Talks to Acquire Skype for $8.5 Billion ~http  ~http 
0,The new Sony google tv looks freakin awesome!
1,The New Sidekick 4G Thats Comin Out; Courtesy Of Samsung on Twitpic ~http  via @user
0,the new Nike commercial with Blake Griffin and Amare Stoudemire comes hard; arguably 2 best power forwards in the game
0,The new MES collection is out; by FCB; Nike and UNHCR. Go to the FCB store online!!
0,The new Lucozade advert is eerily similar to the Adidas one - also ace. I wonder who ripped off who?
0,The New Audi TT RS gives entry-level a new name! Come test drive yours today at Larson Audi! ~http 
0,The New Audi S7...Still no secret check it out! ~http
0,The new 2012 Audi A7 still no secret; check it out! ~http 
0,The new 2011 Audi A8 luxury sedan made its world debut in Miami at the Audi Pavilion in Miami Beach
0,The National Jukebox: Want to see what happens when your computer turns in to a 1925 grammy phone? Sony Music En... ~http
0,The nation's thinnest #4G smartphone; the Samsung #Infuse ~http  #ATTemp
1,The Muppets performing Queen's Bohemian Rhapsody. So funny!! ~http
1,The movie Dolphin Tale looks so stinkin' cute. I remember when the story came out. Gives you that warm & fuzzy feeling. 
-1,The most disgusting person is hitting on me;and asked for my number..um..NO!
1,The Microsoft crew are in the office! A team of about 10!! It's like a Hollywood set in here :)
1,The meeting only lasted 15 min. Best meeting everrr
0,The McDonalds Nintendo DSi [Ds]:                                             A few weeks ago; I showed you every N... ~http
0,The magic button — Make Everything OK ~http
0,The Los Angeles Lakers are smitten with signing free-agent point guard Steve Blake; but sources believe Blake would have to take less money
0,"The LIWW loves to show off the Gucci bag that she bought from a ""Chinaman"" in NYC. Inside; the label says ""Guci""."
0,The Lighter Car News: Stirling Moss buys wife a Cygnet; Audi to build in US; Adam Carolla ~http
0,the last time i saw a California girl with Daisy Dukes and a bikini top was Paris Hilton and Nicole Richie in The Simple Life...
0,The last post was a rt from @user
-1,the last place i want to be right now when i feel like shit is theatre class.. #IWantMyBed
0,The last ever Windows? I doubt it. But stranger things have happened. Microsoft Windows 8 review ~http  via @user
-1,The last 30 minutes always drag by.
-1,The lady next to me on the train is snoring like no other... #fb
1,the lady next to me at the dentist was getting alllll of her teeth removed; my day is def better than here's #toothless #rawwwrr
0,"The Japanese company Sony based its name off of the Latin word ""sonus"" (sound) & the American slang ""sonny"" (a bright boy)."
0,The issue with the Samsung devices not showing the application in the market has been solved. Please check the... ~http 
0,The Influence Of Social Media On Search Ranks - Interview With Google And Bing ~http  via @user
0,The ICO and Shadow of the Colossus Collection - by Sony Computer Entertainment ~http 
0,The HUE interviews Gemo Wong: Lead Design of Nike Sportswear ~http
-1,The house is haunted... Don't want to go downstairs now
0,The Hotel that Hilton should be - Langtrys Blackpool; Blackpool Traveller Reviews - TripAdvisor ~http 
1,The hot boy's name is nick; and today he is wearing glasses and his hair isn't done. He is super cute today.
-1,The horrific moment when all your friends tell a random y9 you fancy them and then he comes over and asks you out :O
1,The hilton hcr is a great place. Can't figure how u would have a bad time there.
0,The heart was willing but the body was weak. ARGH... the sun!
0,The Haus employees will avoid Carmaggedon by sleeping at the Haus. Mind you; we have to anyway.
0,The Haus colleague who suggested “Where the ubiquity of Paris Hilton meets the tenacity of the Alien” for LG’s slogan is an ex-colleague.
-1,The hardship of life as a pastor in Zimbabwe has continued to haunt me. ~http  #AfricaU #wmcumc #umc #methodist #advent #hope
0,The great PENTA summer sale Hilton Beijing Wangfujing  ~http 
0,The German-made Audi brand of luxury cars is well known for its power on the road and its distinctive styling ~http 
0,The GC's Hilton has a gorgeous lobby & public spaces yet it's vacant upstairs
0,The flawless weave of our new Sony Vaio Z case made with 5 layers of carbon fiber on the exterior and a custom... ~http 
0,The First Official American TV Spot for Nintendo 3DS (video) ~http  via @user #ipad2giveawayTB
1,the first day of summer yea; go to the beach sunday cant wait:)
-1,The Federal Libs are dinosaurs. They could learn something from their more moderate state leaders. If they ever want to be elected. #qanda
0,The favorite show of @user is Mormon Shore. No drinking/partying but all the drama.
-1,The fact that Kristen Wiig doesn't have a Twitter account made me kinda sad. idk
0,The fabulous @user is taking me to LAX.
0,The eye of the Wind @ @user ~http 
0,"The evolution of the Nintendo game controllers!: The 64 controller definitely falls under the category ""looks st... ~http "
0,the episode now that's on of #beyondscaredstraight was my favorite Brandon P was something else
1,The energy here is intense!!!! Let's do this #riders !!!!!! #cfl #DestroySwaggerville
-1,the easiest way to turn on a nerd/geek: blow slowly into a nintendo cartridge
0,The Dogs of War: Apple vs. Google vs. Microsoft ~http  #google #apple
0,the dogs are going to save the world tonight! Crazy video :L #SHM
1,The DesignGeek Daily is out! ~http  ▸ Top stories today via @user @user @user
1,The DC FABB Event was fabulous!!! #DCFABB #DC #Fashion (@ Dirty Martini w/ 7 others) ~http
1,The days of Microsoft Money are long gone; but there are many great new tools out there. You should check us out too - ~http 
1,The cranberries linger is one of my all time favourite songs!!! 
0,The countdown is on! Find out more @user #OutletFlashSale – ~http  - RT to win £250 ASOS vouchers
-1,The city is so dark...
0,The Circuit: Patent reform; Netflix; Samsung and Apple ~http 
1,The cd is coming along... Hopefully within the month!
0,The boys doing their chores.  Cleaning the windows!  ~http 
0,The Block Island kangaroos are tired because we went out really late last night. They're not quite as used to... ~http
0,The Birth of Samsung Galaxy Tab 10.1 [Infographic] ~http  via @user
1,The Bing demo was insane!! #WPCLA
0,The best price we were able to negotiate for 3G handset is around $100 for Sony Ericsson
0,The Best Pocket Video Camcorders! Samsung RF711-S02 Not... ~http 
-1,The best kind of people are always nice but when you mess with them they know how to stick up for themselves.
1,The bed's at W Hotels live up to the hype. I'm falling asleep as we speak
0,The basic bit**** wear that ish so i dont even bother. Lol. I finished for u.RT @user Gucci Gucci; Louis Louis; Fendi Fendi; Prada.
1,The Back to the Future car is in front of the Nike store on Mercer  I wanna see it 
0,The Bachelorette ALREADY looks drama filled & we ain't even 10 min into it! LoL! But I know Ali will choose the right one.Us girls just know
0,the awkward moment when you don't know if someone is a girl or boy..
0,The average Ont. family forced to pay extra $65/yr to give away power to Quebec with McGuinty’s Samsung deal ~http  #onpoli
0,The Avengers Teaser Poster ~http 
0,The Audi Wind Tunnel Centre  Audi’s Wind Tunnel Centre is one of the most modern in the world. It has three... ~http 
0,The Audi RS5 is coming: If there is two letters you should recognize in the luxury performance world ; these two... ~http 
1,The Audi Q3 has begun production in Montreal; Spain! Read all about this new Audi sport vehicle! ~http 
-1,The audi A9 isn't really famous...
-1,The ADIDAS Crewneck is a large i made a mistake!
-1,The AB contour belt...to make lazy people. lazier.
0,the @user website is never ending.. i j'adore it!! their clothes are definately the best ;D
0,The @user lambullghini sticker comp is still on; only 4 more sticker sets to give away!
0,The @user From Microsoft to Africa; a university built from the ground up ~http  @user
1,The 71 A's uniforms are beyond the phattest @user ~http 
0,The 3DS might be the best thing ever; but Nintendo didn't show people's reactions like they do in ads for the DS and Wii. Why?
1,The 2011 teams have been announced for the AMGEN Tour of California. ~http 
1,the #overdue album from @user will be a classic mark my words
0,"THE ""SHOE""SEUM! - CHECK OUT THIS MUSEUM OF ESSENTIALLY EVERY NIKE CREATED ~http "
0,"THE ""SHOE""SEUM! - CHECK OUT THIS MUSEUM OF BASICALLY EVERY NIKE SNEAKER ~http "
0,Thats the way all twins should start their Career - The Gong Show is an amateur talent contest franchised by Sony Pi... ~http 
0,Thats it the: ~http  page is finished - I would just love some feedback!
1,Thats how niggas feel?! Im in bing ma gee wdup doe! RT @user @user nah ma nigga u certified #bulto WHERE U @ nigga!
1,That's what I got my mum:) a radley purse; massive bunch of flowers; a balloon and chocolates ~http
0,That's too many. How about 5? RT @user 45 Social Media Trends and Predictions ~http 
-1,That's right; know your place bitch
-1,That's not fair; I'm in Toronto ... I don't think I'll make it to the Anatole Hilton in 10 minutes :(
1,That's hot... Paris Hilton on Hell's Kitchen :)
1,That's hawt. RT @user Chris Evans and Evan Rachel Wood seductive pose for Gucci ~http 
0,That wind is really taking out there!!!!
-1,That was pretty stupid.
0,that was close :C
0,That was a political action. I'm a goddam revolutionary! - Mi Familia imma watch that movie again tonight
-1,That tattoo kicked my ass.
-1,That shouldn't be a question: There is now a run on Sony tapestock for SD and HD. Television production folks beware.
0,That nite I got 2 getcha gotcha gucci underwear n my back pocket ;)
-1,That new goddamn BING commercial airing all over the internets is driving me fucking crazy #fuckBING
1,That new Club Nintendo Messenger Bag is pretty cool. Neat for laptops.
-1,That massive blaze is a Sony distribution centre in Enfield. When I say massive I really mean massive. #LondonRiots
0,That last tweet was just mean.
1,That is why Kate Winslet is amazing.
1,That is only a few of the upcoming events I worked on today. TONS of great events coming this season. Will post more details soon! :)
0,That gucci gucci song always gets stuck in my head
0,That gucci and future gone be hard as a muhfucka #freebricks
-1,that dame nike is pissin lebron off
0,That awkward moment when your parents tell you to stay in the line when urshopping and when you get to the cashier;theyre not even back yet.
-1,That awkward moment when you're making potatoes and u forget about them; so the water overflows and your dad doesn't come home so ur screwed
0,That awkward moment when somebody says 'awkward.'
-1,That ain't no Etch-A-Sketch. This is one doodle that can't be un-did; Homeskillet.
0,Thanx u its friday cause if I had to go through another day....u dnt ned to no the rest just no tht much
1,THANX 4 the support! LUV the SCRUF and wild biker like look.  Looks like a sunny day.  stay safe. ~http
1,Thanks.All people on my timeline are joyous.
1,Thanks to Official Nintendo Magazine (UK) for their brilliant Boy and his Blob preview. You can check it out (along with the new shots) now!
1,Thanks to Nintendo World Report for their Boy and his Blob hands on! ~http 
-1,thanks to @user I can't get anymore followers.. Jealousy is an ugly thing #brat
1,Thanks to @user for providing the information on how to get the Nintendo 3DS Ambassador Program free games. #MuchAppreciatedInfo =D
1,Thanks so much for the RTs! @user @user @user @user @user @user @user
1,Thanks sistas !!!RT @user Great job Fellowmen! What's up for today? RT @user More live up to (cont) ~http 
1,Thanks Simon - it's much appreciated!! RT @user @user I'm def voting for you guys. Hands down. #IDMAs
1,Thanks RBC!  RBC Heritage in Hilton Head fully sponsored through 2016.
-1,Thanks NY 4 sending us ur Crappy Weather !!!
-1,Thanks Nike + update for deleting all of my run history .....
0,Thanks microsoft for downloading Unfollowers; now wait for me; to see who unfollowers you./cc @user
1,Thanks for the shoutout @user
1,Thanks for the RT! @user
1,Thanks for the retweet; man! @user
1,Thanks for the love @user! Nike Graphic Studio Art Show at Compound Gallery | Sole Collector ~http 
1,Thanks for following MadMatts Promotions Tanya...hope to see you out at one of our upcoming shows! @user
1,Thank you; Sony Pictures; for the Smurfs Movie premiere!  ~http 
1,Thank you to the lovely diners we had in over the weekend! You all made our night memorable; can't wait to see you all back again soon!
1,Thank you to patient and kind #staff & #clients; we ran really smooth through the beautiful #snowday.  Hoping for safe roads tmrw!
