Sentiment,Tweet
0,so ne #Twitter - #Googleplus schnittstelle fehlt aber noch; oder?
0,So nämlich.
-1,So n Mist; warum ist der Akku vom #G1 immer leer
1,So Ihr Lieben! Ich wünsche euch einen guten Rutsch ins neue Jahr! Feiert schön und macht nichts; was ich nicht auch bereuen würde ;-))
0,So ich verlasse euch bis sonntag hab euch lieeb :*
-1,So genannte Ehrlichkeit ist manchmal nur versteckte Grobheit.
0,So ganz unrecht hat er nicht.
0,So funktioniert ein Touchscreen ~http 
1,So Formel 1 am Sonntag hat ein Ende - und was für eines!
1,So endlich Feierabend :) Werd mir jetz erstmal ne coole Hose kaufen gehen dann nach Hause bissel weiter schrauben :)
0,so ab jetzt ~http  ~http 
-1,"SMS schreiben; mit so einem sog. ""nicht iPhone"" ist ganz schön schwierig"
0,"Slogan der #NPD#SachsenAnhalt: ""Gegen den Strom"".Ich wäre für Koalition mit #Bremer#Linken.Die sind auch #antisemitisch und auch gegen Strom"
1,sitzt auf ihrem Garagendach und genießt SN die 3 te :)
0,Sitze in der Schule und teste mein Google Twitter Gadget
0,Sinnvolllos.
0,Sind's denn hier StudiVZler dabei! Dann schaut's doch ei'mal nach die Gruppe Kommissar Hjuler !
0,"Sind Multimillionäre; Playboys und Filmstars glückliche Menschen? Oder sind es die ""Armen"" mit weniger Geld in anderen Erdteilen?"
0,Sind die Server von Sony (zum online spielen) immer noch down; habe neulich mit nem Kollegen gespielt! Gruß Marius #Sony #Server #Frage #PS3
0,Sind Arbeitszeugnisse wertlos?      ~http                         #CallCenter #Teamleiter ~http 
1,Sieg in Paderborn ~http 
1,Sie schreibt; liebt Sci-Fi und die Katzen; mit Ihr gibts immer was zu schwatzen #FF_@HannaJulian
0,Sie haben noch keinen Tablet-PC? Dann sollten Sie jetzt am großen- Gewinnspiel teilnehmen! ~http 
0,Sie findet kein Ende! (@ Bazaar) ~http 
0,"Sie braucht für mich den ""Alle Foren immer als gelesen markieren""-Button."
0,Sicherheitslücke auf Webserver der Schufa - heise online ~http   ´Saustall´ auch hier!
0,Sicherheitsforum Baden-Württemberg: lesenswerte Studie zum Know-How-Schutz und Handlungsempfehlungen für Unternehmen: ~http 
0,Sicherheitsdialoge werden in Windows 8 reduziert: Wie Microsoft in einem älteren Blogbeitrag zu Windows 8 erwähn... ~http 
0,Sich doch endlich ein Boot nehmen; in die Bucht rudern um es etwas den Vögeln gleich zu tun und sich fragen ob man hier wirklich sein will
0,Serial Dad; erster Film heute; war bis auf das Ende gut. Leider hat das Ende den Film durch wirre Präsentation und Inkonsistenz abgewertet.
0,Sendung ist seid 4:37 in Köln; kann ich ja fast selbst abholen :-)
0,Seid ihr am Nintendo 3DS interessiert? Morgen wird ein Artikel über den neuen Handheld veröffentlicht. Seid gespannt!
0,Sehr; sehr traurige Lebensgeschichte. ~http 
1,Sehr schön: Worst Case ist keine Wurstkiste! ~http
1,Sehr interessante Aufarbeitung Apple vs. Samsung bei Kollege RA Stadler: ~http 
1,Sehr gut! RT: Twitter verhandelt m. Google & Microsoft über Tweets in  Suchergebnissen. Computerbild: ~http  @user
1,Sehr geil... nicht gewusst das die noch produziert werden: Sony stellt Produktion von Floppy Disks ein ~http  via @user
1,SecondRadio.de wird die 5-jahres Feier von SLInfo unterstützen. Wir sind stolz; Teil dieser Community zu sein! ~http
0,Schweinefleisch-Produzenten wollen Probleme selbst lösen ~http  via @user
0,Schwarz Gelb lässt die Hosen runter: ~http  Wie weiter? ~http 
0,Schutz vor dubiosen Firmen- ~http 
-1,schon ein Bier macht mich depressiv. jawoll!
1,Schokobrötchen weg :( Jetzt 4 wochen warten ....
0,Schnellzauber-Sets [W1] - ~http 
0,Schnee Schnee Schnee ~http
0,Schnäppchenjäger aufgepasst: der #Kodak Multifunktionsdrucker #ESPC310 bei Media Markt im Angebot! ~http
0,Schmiere mir gerade Haarfarbe auf die Ohren. D:
-1,Schmadtke als Sportdirektor; mmh. Aber warum sollte der H96 für unseren Chaosklub verlassen... #effzeh
0,Schlägt am 5. November die letzte Stunde von Facebook? ~http 
0,Schlag den Raab gucken :(
0,schlafen...xD
1,Schlafen. || Morgen Arbeiten; dann Jule hier ^-^
0,Schlafen. Morgen Berufsschule; dann zu Angie :3
1,SCHICK!! RT @user Samsung Galaxy Tab 10.1 Unboxing und Vergleich mit iPad 2; TouchPad; Iconia Tab und Eee Pad… ~http 
-1,scheiss Wetterumschwung! gnaaahhhh &€kjsbrfbowfoinwrfverksd
1,Scheint ja das Jahr der Grubenunglücke zu werden. Hoffe; dass die Neuseeländischen Kumpel genauso heil rauskommen; wie in Chile....
-1,scheeiße :D ich will aber ! x'D
0,Schüchternheit ist nicht gefragt ~http 
1,Schöne Entlassungsfeier; nun Abi-Zeugnis in der Hand und später auf dem Weg zum Hurricane
-1,Schön; wenn im Bad das Wasser zur Abwechslung mal nicht aus dem duschkopf kommt sondern von der Decke tropft! :( #Wasserschaden
0,Schön war´s - Jahresempfang des Wirtschaftsforums #Hersbruck - die #Werbegemeinschaft lebt! ~http 
1,schön war es wieder mal bekannte gesichter aus den ersten wochen zu sehen. trotzdem - Det. 8. April ;D
1,schön das es lan-kabel gibt; die gefühlte 10m lang sind!
0,Schön beim Bäcker gefrühstückt. Kalter frisch gepresster O-Saft is auch ne feine Flüssigkeit.
0,Schaue jeden Tag bei @user vorbei!
-1,Schade; dass du gehst. Es war so schön; bevor du kamst.
1,süße :* ich hab dich lieb und mag dich :**♥
1,Sämtliche Apps vom Ipod gelöscht um Platz für das Wichtigste zu machen: MUSIK; dafür hab ich das Teil schließlich. Tschüss Angry Birds & Co
0,Saxophon - ~http  Informationen und wissenswertes Ã¼ber das #Saxophon (by ~Danyel)
0,Samstagmittag der Schädel brummt; die Lunge pfeift!
1,Salz für die Nase &lt;3
0,SALAFISTEN;trojanisches Pferd des Terrors?Alle islamistischen Terroristen waren Salafisten..züchten wir den Feind in unsrem Bett?
-1,Sagte gestern ein Typ zu mir:'Mensch; ohne Jogginghose hätte ich dich ja fast gar nicht erkannt.Du kannst ja richtig chic aussehen!'-Spasti!
0,Sag nicht: Ich kann das nicht. Sag: Ich kann das noch (!) nicht.
1,s git kei schlächts wätter; nur schlächti kleidig. schints
0,Rubber - Eine Hommage an die reine Willkür: ~http  #myconsol
1,Rooney-Kopfball-Tor nach Haartransplantation belegt: Er ist der schlaueste Fußballer der Welt (Kopf nicht nur zum Haareschneiden).
0,Rommel und kein Friede: Darf man einen von Hitlers wichtigsten Kriegern; nämlich den Generalfeldmarschall Erwin ... ~http 
1,Rofl; du hast lol gesagt RT @user Lieben wir nicht alle die neuen Ribbons in Microsoft Produkten?  ~http  *lol*
-1,Rockin Heaven is ein soooooooo geiler Manga &gt;__&lt; leider wirds neu aufgelegt und kann den Manga nicht lesen; also heißt es via Mangafox lesen
-1,Rip Puckelpop opfer :/
0,Rheinterassen mit Helena - Sonnenanbeten Folge 2
0,"Rheinbergers ""Abendlied""; gesungen vom SWR Vokalensemble Stuttgart. Jetzt kostenlos herunterladen auf ~http "
0,"Rhein-Neckar Zeitung - Politik trifft Jugend - Dann steht ein Schüler im ""Piraten-Partei""-T-Shirt auf und fragt..- ~http "
0,Rezept: Haferflocken Frühstück ~http
0,reife-freche hat einen Chat er&ouml;ffnet. ~http  ~http 
0,Reiche fordern Reichensteuer; aber erst NACHDEM sie ihre Koffer in die Schweiz gebracht haben. Ihr wisst schon: Urlaub (zwinkerzwinker)
0,Rebsorten ABC - von Dagmar Ehrlich - Gräfe & Unzer. ~http
0,"Read my response to ""Wähle: Karneval in Venedig oder Polarforschungsschifffahrt?"": ~http "
-1,"Read my response to ""Jahresurlaub; lange darauf gespart. Und dann kommt Murphy um die Ecke und du stellst fest das…"": ~http "
-1,Raul; Huntelaar und Jurado! Icch glaube an den Kader. Ich zweifele aber an Ihrer Arbeit! BITTE! greifen Sie JETZT durch! Mein Verein...
0,ralf gib alles:D
1,Rainbow Magicland ftw: D Auf zu den Achterbahnen!*___*
0,R.I.P Ryan Dunn!  so oft dem tod ausgewichen und jetzt ein autounfall #finaldestination #fb
0,"Quäle mich gerade durch ""Blut & Barolo"" ... Leseprobe gefiel mir; aber irgendwie kann ich jetzt mit den tierischen Helden nix mehr anfangen."
0,Qualifizierung wird zum Live-Erlebnis auf der CeBIT 2011! Die Bundesagentur für Arbeit präsentiert sich interessant! ~http 
0,Quacksalber leitet kein Fachkrankenhaus mehr ~http
-1,Putty is geil ... 3 Verbindungen abgebrochen ... hauen die 3 Teile meinen i5 auf 100% Auslastung ... wtf! #putty #fail
0,Punkteniveau auf Regio Süd deutlich unter BaWü; Gutenberg- und SK-Cup; 9 Clubs im Wettbewerb; 17 Redner-Saisondebüts #VDCHregios
1,Psst... noch nicht weiter erzählen. ~http  ~http 
0,Produktionsnotizen: Am Wochenende hat Lumoon in vollständiger Besetzung alle Musiken mit Sopranistin Christiane Mikoleit geprobt.
0,Pro7 & Sat1: Unterhaltung trotz Feuer ~http
1,Premium-Strategie = exzellente Produkte + Dienst-Leistungen hoher Qualität und überdurchschnittlicher Preise: Emotionen = Kauf-Entscheidung!
0,Premium Kleinanzeige: Microsoft Office 2010 Academic.... ~http 
0,Premiere: 1. Verkaufsspiel in Wien. Start 16:00 Uhr im Hilton Plaza ~http
0,Preiskampf um Roaming-Tarife - Verkaufs-Charts der Smartphones: Apple iPhone 4 und Samsung Galaxy S führen. ~http
0,Post von heute 06 September 2011 ~http
0,"Positives Wort des Tages ""ANREGEND""; mehr unter ~http "
0,Pommern im Siebenjährigen Krieg: Wissenschaftskonferenz und Ausstellungen am 20.05 in Kolberg. Weitere Infos unter: ~http 
1,Playstation Network passwort wieder gefunden =)
0,Planung des irischen abends angenommen. gleich mal nen Irish pup gegründet. er trägt den Namen:  Irischer  PAP
1,Plant ein Wochenende in Hamburg. Tolle Stadt; tolle Leute!
0,Plagiatsaffäre: Bayreuth appelliert an Guttenberg (von Heike Schmoll; Berlin) ~http
0,Pics on: ~http
0,Photo´s online bestellen; einfach auf sn......sh herunterladen und sogar bearbeiten; easy
0,Photo: Winterstiefel ADIDAS M Attitude Aus Veloursleder mit weichem Warmfutter (100% Polyester). Ferse mit... ~http 
0,Philippe Courard im Gespräch: 80 Millionen Arme in der EU ~http 
0,pff; wer braucht schon liebe oder schlaf ?!
-1,Petrow wird hoffentlich bestraft. Auch wenn das Schumi nicht viel nutzt.
0,pennen binz :D (es ist 04:40)
0,PDS ® Performance Development System; 1 ganzheitlich-systemisches Entwicklungs-Konzept für Menschen (Leben) versus Kybernetik für Maschinen!
0,Passend zur wahl am so RT @user Alles Infos zu “#servergate” – Polizei beschlagnahmt Piratenpartei-Server. ~http 
-1,Paris Hilton kommt am 3.2. nach frankfurt...wer nimmt mich mit dorthin ?^^
0,Palatschinken und Topfencreme mit Brombeer-Balsamico-Ragout ~http  @user #rezept #kochen #lecker #rezepte #dessert
1,Ouhh Nintendo hat die offene Stelle des Head of Marketing neu besetzt. Rittinghaus tritt die Nachfolge von Schmidt an und er freut sich! (:
0,Oschersleben: Abt will den Sieg: Die Abt-Piloten wollen die Stärken des Audi A4 auf der Strecke in Oschersleben aus ~http 
1,Opera mini ist ja mal genial fürs surfen mit GPRS / Edge auf dem iPhone.
0,Ooh danke Fussballgott; Iniesta und Paul..Spanien ist Weltmeister!!! :D
1,OMG!!!!!!!!!......#SexRobstenBR
0,omg xD warten is unmöglich!!
-1,omg meine haare ich seh aus wie alice von twilight...
-1,OMG @user hat einen Transvestiten im Schlafzimmer!! XD
0,omg #heyjustin is trending #BELIEBERS ! :D
0,Okay; wo sitzt wohl der englischsprachige Microsoft Support?kleiner Tipp: hier sind kühe heilig und Arbeitskräfte billig
0,Okay; merke wenige Minuten später bei der Deutschen Bahn heißt 7min.
-1,Okay der straßenbahnfahrer is besoffen Oo fährt rückwärts mit offen türen ... Hallo?
0,ok...weder noch.
-1,ok mir ist sehr langweilig. house of night lesen und so :D
0,ok ich fatz dann mal zum flegga
-1,Oh und Bild mitschicken hilft ;)  ~http 
0,oh schon fast vier :/ warum bin ich denn noch wach??
-1,Oh noez! Microsoft kauft Skype. Übermorgen geht die Welt unter.
0,Oh mein gott sie ist alt :O Wie alt ist sie denn ?? Keine ahnung :D
-1,"Oh man; unser Besuch weiß nicht was ein ""Hackenporsche"" ist"
-1,Oh Gott. Ich muss jetzt was essen.
0,Oh Gott ich beginne zu verstehen.
0,Oft werde ich gefragt; mit welchem Programm ich meine Fotos bearbeite. Mit #FixFoto arbeite ich schon mehrer Jahre ~http
-1,offenbar gefällt es petrus; mich dabei zu beobachten; wie ich alle 43 minuten den wäscheständer rein/raus trage.
0,Ob hier heute noch Sport vermarktet wird? ZWEIFELHAFT. #schaufelstillstand
0,NurNoch6Tage 14Tage #Filme;#GamesAusleihen ~http  Habe ich selbst gemacht;ohneKosten;voll toll! ~http 
1,Nur noch ein paar Std ;)
1,Nur noch 2 Tage und dann ist wieder allseits bekannt; in Twistringen sind sie wieder alle Voll bis Oberkante Rand :D
0,Nur füttern; nicht streichenl bitte! @user @user @user @user @user Twitterzooten #ff
0,"now @user am Set von ""Der Deutsche Freund""  mit Max Riemelt uvm.... ~http "
0,Nortel-Patente gehen an Gruppe um Microsoft und Apple - Google zieht den Kürzeren ~http 
0,Nochmal der Hinweis; am 27.09. Wahlparty in Wesel! Infos und Anmeldung hier: ~http
1,noch voll gestopft von gestern... :-O mit mamas weihnachtsgeschenk spielen :P Nintendo DS :)
0,"Noch Plätze frei! Ferien-Workshop ""Die #Technik des #Linolschnitts"" für Kinder ab 8 Jahren schnell bis 26.8. anmelden! ~http "
1,"Noch mehr Fliegeransichten bei Panoramio? ~http  Viel Freude beim ""Sessel-Fliegen"" und Träumen..."
0,Noch Irgendwer; der den Grimm-Stoff aufgreift? Kommt da vllt eine neue Trendwelle? Zurück zu den Märchen; nur etwas aufgehübscht; moderner?
0,Noch einmal nicht schlafen; dann komm ich aus dem BKH ...  ~http 
-1,Noch eine Stunde; dann Schluss : D
1,Noch ein Follower ? Dann hätte ich die 500. Wär Obbergeil :)
0,noch die letzten highlights vom samstag anschaun. (watching Schlag den Raab via @user) ~http 
0,noch 4x Schlafen...~http 
0,Nix im Stiefel .... hätte ihn wohl doch vor die Tür stellen sollen.
-1,Nintendo will keine “Garagen Entwickler”-Spiele auf Nintendo Geräten ~http 
0,Nintendo gewinnt Rechtsstreit mit BigBen um Wii-Remote: BigBen; auf jeder Konsole bekannt für ihre günstigeren A... ~http
0,Nintendo Fans aufgepasst. Eine frische Review zum bald erscheinenden Nintendo 3DS auf loveforgames.de &lt;3
1,Nike; Adidas & Co. verzichten auf Chemie in den Klamotten? Ja; das wär fein! Neue #Greenpeace-Kampagne setzt Zeichen: ~http
0,Nie nie niemals wieder! Okay vielleicht doch
1,Nie mehr ohne dich-ich liebe dich :-*
1,Nichts zu tun... Vielleicht sollte ich mal was für die Schule machen?! Wäre wohl nicht schlecht =D Mal schauen...
0,Nichtraucher werden; ohne Entzugserscheinungen und ohne Gewichtszunahme. Das ist möglich! ~http 
0,Nicht vergessen: Heute nachfastnachtliche Keller-Erstürmung ab 19.00 Uhr!
-1,Nicht toll; nach Sony wurde nun auch BioWare gehackt.  ~http  @user @user @user
0,Nicht nur was für Highspeed-Leser; Leseratten; Weihnachtsmäuse und sonstige Boandlkramer: ~http 
0,Nicht jeder kann immer der beste sein - heute bin ich's :)
0,Nicht Gesund; aber Mitten im Leben: Foto des Monats: September 2010 ~http 
-1,Nicht Gesund; aber Mitten im Leben: Colorkey von mir ~http 
0,Nicht Gesund; aber Mitten im Leben: Berlin; Berlin ~http 
0,Nich daa - ma eben weech.
0,NEWS von der Weltreise: Quiz: Auflösung und Gewinner ~http 
0,NEWS von der Weltreise: Laos ~http
0,News Paper Wars für die PSP angekündigt ~http 
0,News des Tages: AIDA baut weiter - diesmal in Japan. In 2016 wird die Flotte mehr als 25.000 Betten umfassen! ~http 
0,News am Nachmittag - Teilweise voll gesperrt: Otto-Brenner / Stadtwerke / Polizei sucht BetrügerInnen / Country-Cody 3. #bielefeld #kanal21
0,New Post:  Sony S1 & S2 Teaser Video veröffentlicht ~http 
0,New Post:  Samsung Galaxy Tab 7 aufgetaucht ~http
0,New Post:  Samsung Galaxy S Plus ab Juni in Deutschland erhältlich ~http
0,New Post:  Samsung Chromebook ab morgen verfügbar ~http 
0,New Post:  Samsung bestätigt Produktionsbeginn biegsamer OLED-Displays für 2012 ~http 
0,New Post:  LG Smartphone mit Dualscreen und Split-Keyboard gesichtet ~http 
0,New from Kitejunkie.com KLB Meisterschaft 2.Lauf ~http  by Moritz
0,"Neues Microsoft Office Zeitalter.Auch Windows soll in Zukunft nicht mehr auf dem Rechner sein sondern in der ""Cloud"" zur Verfügung stehen."
1,Neues Lieblingsvideo gefunden! :-) ~http 
0,Neues Event: ~http 
0,Neuerscheinung und gleich die Nr. 1: LuuBooks Libreka E-Books und ~http 
0,Neuer Online-Lieferservice Lieferheld sorgt für kräftig Wirbel ~http 
0,"neuer follower ""Lernen mit Lerninstrumenten; Team-; Verkaufs-; Persönlichkeits- und Werteentwicklung; Talentmanagement"" wird mein schüler"
0,Neuer Auftrag: Falterchaos [W1] - ~http 
0,Neuer #Münster #Tatort: Boerne und Thiel drehen am Kanal und an der Uniklink ~http 
-1,Neuer #Computer-Schädling braucht keine #Sicherheitslücke; um sich zu verbreiten - ~http 
-1,Neuen Podcast aufgenommen...Stimmung trotzdem auf dem Nullpunkt.
0,Neue Termine für die Social-Web-Roadshow! ~http  ~http 
0,Neue Produkte von Samsung im Kommen! Teil 2 ~http 
0,Neue Produkte von Samsung im Kommen! Teil 1 ~http 
0,Neue Panne: Sony legt Kundendatensätze selbst offen - Golem.de ~http  #endless #story #sony #fail
0,Neue Nike 6.0 Shoes eingetroffen! U. a. ~http 
1,Neue Frisuuuur xD und ich seh verdammt gut aus :P
0,Neue Finanzregelung wird die Vereine verändern ~http
0,Neue Einträge im Gästebuch ~http 
0,Neue Arbeit für Samsung Österreich:  ~http  ~http 
0,Neue A:153 Waffe [W1] - ~http
0,Neubau von eleganten Eigentumswohnungen mit Fahrstuhl - Top Innenstadtlage - Wohnung; 26135 Oldenburg Kaufpreis: 167… ~http
0,NEU: das Ruger Explorer Starter Kit. Luftgewehr im Komplettset für nur 109;95 Euro! ~http 
0,NEU: 3DS ab Wintersaison für 170€; schon früher gekauft? Dann Schenkt dir Nintendo 20 Spiele in eShop (mehr info ~http )
0,neu bei twitter
0,Neu auf KL: 11. Filmkunstmesse | 19.-23.09.2011: Vom 19. bis 23. September 2011 treffen sich über 900 Kinobetrei... ~http 
-1,Neu @ Kingbonus Samsung S8500 wave Gewinnspiel ~http  #geld #sparen
0,Neu - erkunden Sie die Vulkaneifel mit unseren Pedelecs! Ein eingebauter 250KW Elektromotor unterstützt Sie... ~http 
0,Netzwerk-Mediaplayer Sony SMP-N100 für 75;90 Euro bei iBOOD ~http 
0,Netzgeflüster:  Das war's - HAZ ~http 
0,Nettes Tool für #Socialmedia - über welche Plattform erreiche ich welchen Kunden? ~http 
-1,Neinnnn bitte nicht...~http 
0,Nein Mann; ich will noch nicht gehn'; ich will noch 'nen bisschen tanzen!
1,neben rtl für die schwiegertöchter möchte ich auch manchmal rtl2 für frauentausch danken... DANKE!
1,Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D
0,"Nächstes mal werde ich Microsoft Sam ""Nooo"" sagen lassen und daraufhin dem Patienten sagen: ""Computer sagt nein..."""
1,nächstes jahr schicken wir mannymark und die atzen da hin dann kommt mal etwas krassere stimmung auf :D   #ardesc   #esc
1,Navigationen ausblenden im #PHPKIT 1.6.5 leicht gemacht. Mehr Infos: ~http 
1,Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?
1,"Naja.. Ich glaube Heute ist wieder mein ""OH SEBASTIAN!""- tag. @user  OOOOH SEBASTIAN! &lt;3 *O*"
-1,Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-
0,Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 
0,Nachrichten Krefeld Krefeld - Königstraße: Stadt rudert zurück ~http 
0,Nachholbedarf beim E-Antrieb: Audi forscht in China - News - FOCUS Online ~http
0,nacher nt fetzen und dann zurück gammeln
0,Nachdem es ja bei Gomez mit der Rechnung Gomez Avatar rein; Gomez Tore funkte; jetzt neuer Anlauf: Ama Avatar; Ama Tore; Klassenerhalt #SGE
1,Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http
0,Nach Paris Hilton bekommt jetzt endlich auch die katholische Kirche eine eigene Sendung auf MTV: The Clerical Life
0,Nach der Erstellung des Charakters läuft das Intro; leider zwischendurch mit Aussetzern was den Sprecher betrifft und es fehlen Satzteile.
0,Nach Daimler und Opel will auch Audi Brennstoffzelle ~http 
1,Nach ADC Silber und Cannes Silber freuen wir uns über GOLD beim ADC Europe für die MB Sprinter-Bewerbung. ~http  ^JO
0,Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^
0,Na wer hat denn bei Sony die ganzen persönlichen Daten geklaut?Geohot? Wie gut das ich ne Wii hab.Alle mit Bankdaten kontroll.eure Auszüge!
-1,Na Toll! Jetzt ist mir das ganze noch auf den Kreislauf geschlagen. Damit lieg ich für heute Flach :-(
0,Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.
0,Na bumm - Hitler nicht mehr Ehrenbürger in Amstetten: ~http 
0,Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http 
0,My Bloody Valentine ist besser; als ich dachte: ~http 
0,Mutti beim Elternabend.
-1,muss sich nun 2 Stunden mit so mittel Metalbands die Zeit bis Peter Fox vertreiben
0,Muss mal wieder ein Buch verkaufen; bitte helft mir. ~http
1,musik hören und gitarre spielen :)
0,morgens um 8 in der neckarstadt mit viel glatteis einen 1;2 t schweren anhänger den bordstein hoch drücken? -- &gt; fail! haha ;)
0,Morgen Welt ....
0,morgen pulp ja oder nein? .grübel.
0,Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)
1,Morgen noch treffen mit Chef; dann WOCHENENDE; mein erster freier Samstag seit September....fein fein fein
1,Morgen nach der Arbeit zu Dodo (:
1,Morgen Lang Arbeiten Und Akustik-Gitarre Reparieren (;
1,Morgen gehts vielleicht nach Hamburg :)
0,Morgen beginnt mein erster Tag an der Fh :-) und so ziemlich meine letzte Woche bei meinem Arbeitgeber!
1,Morgen abend wieder Lehrgang...Und gleich ist Schnupfnase wieder zuhause&lt;3
0,MORGEN !!! SAMSTAG !!! LUST N LOVE !!!! LIVE !!! ROADRUNNER'S ROCK & MOTOR CLUB !!! U-Bhf Senefelder PLatz !!! AB 11 g… ~http 
-1,"Moralesch gesinn si mir (de Westen) och net besser; wéi déi Leit; déi mir am ""Kampf geint den Terror"" als eis Feinde betruechten. #Osama"
1,Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http
0,Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet
0,Modebewusst; Links; BMW.@~http  #Hohmann-Dennhardt: Eine rote Dame für #Daimler (von Lisa Nienhaus) ~http
0,Mobbing &amp; Andreas Höhne; Berlin-Reinickendorf ~http 
-1,Mittwoch *-*
0,Mit Pfeil im Gesicht??
0,Mit Interesse verfolgen wir die Vorgänge um den Erwerb der Ordensburg Liebstädt. Ein thüringisch-sächsisches Theaterstück ohne Gewinner ...
-1,"Mit großer Verspätung ""Feuchtgebiete"" gelesen. Fazit: Kann man sich sparen...passend hierzu: ~http "
1,Mit einem schnellen; gekonnten Schlag zerbrach dem Ei sein Genick.
0,Mit einem Retweet an der Verlosung von 15 Nintendo DS teilnehmen =&gt; ~http  für Affiliates + Retweets
1,mit conny mandalay ;)
1,mit @user; @user &'  @user chilln &lt;3 boaa!
0,Misikalische Früherziehung – Let's get loud! ~http 
0,Mir is kalt...
-1,Mir gehts immer noch beschissen|heftige Halsschmerzen -.-''
0,MiMi; unser neuer Online-Aktionsshop; hat wieder geöffnet. Heute gibt's günstige Tickets für die nächste Premiere! ~http 
0,Microsoft-Apps für Symbian angekündigt: Nokias Kooperation mit Microsoft wird demnächst Früchte tragen: So solle... ~http 
0,"Microsoft veröffentlicht den ""Building Windows 8"" Blog: Bisher hat sich Microsoft sehr bedeckt gehalten; was ihr... ~http "
0,Microsoft arbeitet an Bing und Windows Live Messenger ~http 
0,Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 
1,Mhhh; wüüünderschööönes Wochenende!!! ♥
0,mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'
0,Meine Woche auf Twitter: 1 Retweets erhalten; 1 Erwähnungen. Via: ~http 
0,Meine Selbstgespräche machen irgendwie nicht so viel Spaß; wenn Mama mit im Zimmer sitzt und mir antwortet.
0,Meine Oma ist echt zu hart. Streut Cheyenne-Pfeffer über die Chips und stellt sie dann den Jungs heimlich wieder auf den Tisch.
0,Meine Mutter meint ich soll mir die Haare blond färben. Sie werden rotblau! *o*
0,meine fam ist auch in munchen
-1,Meine Brille ist kaputt. Wie das passiert ist? Mir ist eine Wii auf den Kopf gefallen. Ja; eine Nintendo Wii.
-1,Mein Plattenspieler gab nach 12 jahren grad den Geist auf :( Letzter Song: Etta James - Power Play.. R.I.P.
1,mein papa hat jetzt 'xoxo' und ich nicht. wusste gar nicht das der sowas hört.
1,Mein neuestes Hobby: Im Frankentipps-Ticketsystem die ausgefallensten Saalpläne als Szenarientest anlegen;-) Macht Spaß!
1,Mein neues Soloprojekt VOM LEBEN GEZEICHNET gibt es ab sofort auf ~http  zum kostenlosen Download! Herunterladen und lieben ;)
1,Mein neuer Shop; ich freue mich auf Ihren Besuch ~http 
1,Mein neuer lieblings #flighttracker :  ~http
-1,Mein Kleiner hat das Nintendo DS-Teil meines Großen ins Klo geschmissen. Sowas Bescheuertes.
-1,mein hypothalamus hat immer noch keine follower in meinem grosshirn.
0,mein handy hört nach ein paar sms'n auf bei einer neuen sms zu vibrieren !
0,Mein Gott... der volle Kontrast zum #Wetter Gestern.. Zwar Nass aber nicht all zu kalt.......
-1,Mein Fresse blutet ohne dass ich eins aufs Maul bekommen hab .. Das soll mir mal einer nachmachen
-1,Mein Daumen faengt an zu kratzen Dc
-1,Mein Chef ist so vergesslich; dass ich ihn daran erinnern muss; dass ich ihm erinnerungszettel geschrieben habe.
1,mein Auto fährt trotz Eiseskältet!
0,MediaCreate Software-Charts vom 21. August 2011: Das japanische Marktforschungs-Unternehmen MediaCreate hat die ... ~http
0,MÜNCHEN: Psst! Heisse Ware aus dem Knast! Neu auf ~http
-1,Matrix ist so ein NERD-Film
-1,Masse statt Klasse? Folgt man z.B. @user wirds schon unübersichtlich. Masse und Klasse wäre gut...
0,Marktmusikkapelle Schwanberg online. ~http 
0,Markteinführung: Samsung Galaxy Note kommt im Oktober 2011 ~http  #Samsung #GalaxyNote #Smartphone
0,Markt: Suche Reitbeteiligung in Dresden - Kleinzschachwitz ... ~http
0,Marken-Umfrage: Sony beliebter als Apple @user ~http 
1,Marduk is der Stadtgott babylons Wusst ich garnich :D
0,MARANXA-deutsch /////////////////////////////////////////// Lchle mit dem Herzen Posted: 04 Aug 2011 1... ~http 
0,MARANXA-deutsch /////////////////////////////////////////// Es gibt mehr... Posted: 29 Aug 2011 11:46 PM PDT http:.. ~http 
