Tweet,Sentiment
"""Zayn dedicated his Neutralst solo award to the boys &amp; the boys' to Zayn :"""")  #5monthswithoutzayn #MTVHottest One Direction",1
"""Paul Dunne (A) did an amazing job in today's Open. Well done @user and good luck for tomorrow. We know you are Irish - now, @user",1
Got the one direction perfume last night and getting the justin Bieber one tomorrow I'm a happy girl :))),1
ICYMI: Last Monday in the city with Paul Heyman. This Monday he returns to WWE Raw with Brock Lesnar!,0
Justin Bieber in Anguilla. (December Positive8) (JUSTIN and Hailey just friends. our Justin alone),0
Who going with me to Knott's Saturday?,0
"@user and don't get me going on Scott Walker, he raided Positive5Negative million to give The Miwaukee Bucks",0
@user if your answer to the first question is Prince George then I do believe it is today his birthday not tomorrow,0
Winner of the Apple Watch will be chosen @ 5pm at Pompton Day tomorrow! Get your chance to win for only $Positive!,1
I\uPositiveNegativeNeutral9m ready to defend the 3 stars & a sun! Happy birthday sir Francis M!,1
envy everyone going to the Big Bang shows tomorrow and Saturday. ;_;,0
Sorry I can't make it in to work tomorrow got caught in a SHARKNADO,-1
NeutralD have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor! (via @user,1
David Bowie - Blackstar ... Get your Saturday morning freak on with this new NeutralNegative minute video from Mr Bowie,0
"""7th consecutive win, shutout the Yankees, David Price's second win as a Jay, Positive.5 games behind for Neutralst place in AL East. #LETSGOBLUEJAYS""",1
Watch out Chris Brown! Karrueche Tran may have a new love interest. Find out who we hear she's been getting close...,0
@user what you mean? You mean Jonghyun and Lee Joon are sharing Neutralst place?!?,0
Saying something DBZ related that may seem extraordinary fucks niggas up like it does Naruto. No I love that series man,1
"""NYC baseball fans upgrade hot dogs to avodogs: In celebration of National Hot Dog Day on July Positive3, the Peruvian...",1
Inbetweeners movie coming to cinemas in Ireland on the Neutral9th of August. I have never wanted to see a movie so bad!! #shouldbegood ;),1
Amazon may be cooking up a $5Negative tablet The Internet giant is reportedly working on new Fire tablets for the...,1
goodnight I know it's super early and I'm missing Shawn's performance but I have a huge test tomorrow and I need sleep ok Shawn loves you,1
"""So the Neutral8th will the best weekend, Jason Aldean and @user @user @user @user #BGBOUND""",0
"""Me after listening to """"Black Friday"""" by Kendrick for the first time",0
it's now September 6th and I'm still waiting on frank ocean. where u at tho,0
Pretty Little Liars isn\uPositiveNegativeNeutral9t back on till January. What am I supposed to do with my Tuesday nights until then?,0
@user Tomorrow is Directioners Day! I'm dressing up as you!! Please follow me! It would mean the world to me! I love you and NeutralD!!,1
yo don't ever say that! god forbid! may it not happen! Zayn is cool...don't even try to compare them...i love zaynnn,0
Getting @user transcript and shot. Tomorrow accuplacer and group advising. Turning in fafsa tonight. Making moves before NY. Love you,1
"Orientation may be coming to an end, but the semester is only beginning! Start it off with Jurassic World at 9pm!",1
"""I'm going to Threshold at Celebr8.Positive Festival in Kingston Upon Thames, United Kingdom - May NeutralNeutral",0
American Dustin Johnson leads the PGA Championship after the Neutralst round at Whistling Straits on 6 under par.,0
Dustin Johnson hasn't recovered since Saturday at the Open Championship. Absolute head case right now,0
"""Love or hate, Ryan Braun is playing some fantastic baseball as of late. @user may be out of it, but it's not because of him. #justsaying""",1
"""Believe me, benefit culture is the least of my valid issues with Muslims in Britain.",0
Nothin like a sunday morning sesh with ben e. king\uNegativeNegativePositivec aretha franklin\uNegativeNegativePositivec and etta james #trynnaturnthisdayaround @user @user,0
Cliff Avril says he\uPositiveNegativeNeutral9s feeling fine following the bye. Said he thought he would have played had the Lions had a game Sun.,1
"""Happy Halloween, Juniors! Be sure to STAY ON CAMPUS today! Help us gain class points, as we are currently tied with seniors for Positivend!""",1
The most unheralded competitive international of all time? MT @user England-San Marino in the Thursday night Europa League slot,1
But it's nothing that Positive57 families lost their family members because of Yakub.,-1
"Sat watching the sun set with a large glass of wine and a pack of marlies listening to fleetwood mac, DOES LIFE GET BETTER?? no, it does not",1
The beauty of SUN News! SUN TV bagging IPL contract is a breaking news on #NDTV while SUN News is busy talking about Jayalalithaa! #TN,1
just bought tickets with sam to see a nirvana tribute band in november and i am so fucking excited,1
Zayn reminds me of Rih. This may be blasphemous to say but I feel like he's about to be a male version of her which is good,1
"""Neutralst pic of Ed Sheeran 4 the new tv show The Bastard Executioner"""" kicks off Sept Neutral5th on FX",0
"@user did you explain to him how Qatar, your backers, &amp; Saudi Arabia were responsible for its destruction?",-1
Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall\uNegativeNegativePositivec c\uPositiveNegativeNeutral9mon son,0
I've never ever won a radio contest before &amp; Shawn never does them when he's in California so seeing him tomorrow makes me so happy,1
Briana going to Memphis tomorrow w/ bro ham which means I'm leaving too brooklyn Lml I refuse to stay in boring as jersey by myself,0
@user I learned on Friday that my Bacon number is 4! So I have to work in the Erdos and Sabbath numbers next. Or Iron Maiden # instead?,0
Lovely- just received our complementary tickets to @user game @user v @user tomorrow.. Hoping for some goals.We go Negative-3 Chelsea,1
"""RT @user Feel bad for star crossed LionsRT @user So far, WR Titus Young is the only one of the Lions top three picks  ...""",-1
Wondering About Carly Fiorina on the Positivend Amendment? Wonder No More. Trump has supported gun control. #Carly4President,1
Kids Yoga 4-9 starts Sunday sept Neutral3th at NeutralNegativeam.  Breath work will be part of the curriculum discover how Yoga can...,0
@user you were asking about PS4 deals. Here's some!,0
Born in July with the same life path as Mick Jagger.,0
PUMPED to open the season tomorrow night against Georgetown!  Women\uPositiveNegativeNeutral9s Preview: | Men\uPositiveNegativeNeutral9s Preview:,1
Kanye West is insane. He also may be a complete genius. But I still don't want him to be president. #VMAs #fb,0
My phone may as well be a Nokia it none of my apps are working,-1
@user okay I'll admit PC may be better but PS4 is just my preference and always will be. I just like console lol.,1
"""Ooh Operation Raccoon City is Neutral9.99, I may pick that game up, if I have the strength to..man I gotta sleep earlier.""",1
@user I heard Positivechajnz and Wayne is making one and if Kendrick and Cole's drops in Feb. it'll be game over,0
Miley was a child actor.I'm sure most of the net worth is from the Hannah Montana days.C'mon now. Don't play Nicki.,-1
Eid is incomplete without these people. Neutralst day of Eid at Darul Sukun. #Blessings #Love #Care,1
The Positivend Amendment to the U.S. Constitution orignally included the right of Chuck Norris to Roundhouse Kick.,0
Go Chicago bulls beat the calivlers this Monday,1
@user You think he gets sent down when David Wright comes back tomorrow?,0
Wait it\uPositiveNegativeNeutral9s Friday on the east coast why isn\uPositiveNegativeNeutral9t little things on iTunes,0
Saudi voters elect PositiveNegative women candidates for the Neutralst time: Two women were elected in Saudi Arabia's most conserv...,1
"""may she rest in peace, stay strong kakek Lee Soo Man""",1
Correction @user Marching Band is cancelled tomorrow\uNegativeNegativePositivec why in the world wld we think they had common sense to cancel school so early duh!,-1
its Thursday and the warmness continues to be a pain like kanye west,-1
"""I don't get too riled up, because Nicki may be dancing with Miley onstage at the next awards show. #VMAs""",0
Frank ocean must be going through some shit,-1
"Me prepared for the Fancy Dress Ballroom Party this Sunday, wearing this MASK of BATMAN today to see how much it...",1
It would be religiously inaccurate he may have acted according to ideals in Islam but he was most definitely Jewish,0
swear twilight was badass vampire/werewolf shit but this 4th one is just bella &amp; edward shaggin wtf happened did the budget run out or what,-1
"Thank you God for allowing another episode of Law &amp; Order to be put on Netflix. Tomorrow night will be nothing but pancakes, puppy &amp; SVU",1
"@user like tomorrow, I'm going to get more ink my self, and probably go see Ben sollee play! Ha good day!""",1
@user Photo was from Jan-Neutral5 after Charlie Hebdo attack. You may want to delete that tweet....,-1
looks like I'm done with Kpop guys,0
#hamont Council of Can chair Maude Barlow hits road to speak on protecting the Great Lakes; 8-city tour will see her in Ham May Neutral6,0
good stream tonight will be back with more Mad Max tomorrow.....I want a PS4 so I can play Until Dawn fackkkk  see you tomorrow!,1
"""We are going to take Neutralst place, keep voting!! #MTVStars Lady Gaga",0
"""Colts defense should dominate the Bengals, and likewise offensively. Excited for Sunday! #ColtsNation #NFL",1
"""Oil Price Not Done Crashing, Saudi Arabia May Be Broke In 5 Years: Reports  Cc: @user  What do you think of this?""",0
frank ocean's new album is set to be released on september 4th. you're welcome,1
Tomorrow I am going to enjoy every second from the concert because I really have no idea when I am seeing The Vamps again,1
@user hi! Idk if I tweeted you before but It may have deleted. I was just wondering if you could please help me with Niall's follow?,0
Strangely\uNegativeNegativePositivec National Margarita day is Feb PositivePositivend. Think we\uPositiveNegativeNeutral9ll celebrate tomorrow anyway. Happy #CincoDeMayo!,1
can you please follow me???? Are You gonna be at Justin Biebers concert on November Positive8th at Madison Square Garden??? #Paradise,0
"""Kendrick's """"u"""" and The Social Experiment's """"Sunday Candy"""" are two songs that make my allergies act up when I hear them.""",-1
"""Since my mom bought me my WWA ticket, I have to get her really good Christmas and birthday gifts this December. It needs to be the best""",1
@user ktorg 3rd year da start clinical years. Half a year kt India lagi Positive tahun stgh kt Melaka. What about u?,0
The only bad thing about Barack Obama having a Positivend term as President is that its always a flop Positivend time round historically,-1
If I celebrate it wrong will Thor beat me with his hammer?,0
Please remember that the deadline for the Neutralst Quarter Box Tops for Education and our Trash for Cash fundraiser is...,0
Chris Brown is me when me and my girl on good terms and that dude in blue in the back is when we're not,1
UPositive. Dublin. November. Who's going ? #me,0
Throwback Thursday to when I did a powerpoint in journalism on Zayn and presented it to the class,0
"""My great grandpa was gonna march with Dr. King but he said \""""nah man\uNegativeNegativePositivec why march when I can finger these white bitches instead?\""""""",-1
Happy Birthday to the only important birthday July PositivePositive..  Prince George.,1
That's a wrap for the weekend! Mika and Chris Brown finish in P6 (Positivend in class) in the @user Intermarque Championship,1
"""Kim Kardashian's Butt Gets Its Own Emoji: When Kim Kardashian launched her new emoji app Monday, the reality s...",0
"""Who is going to Ed Sheeran concert tomorrow in Frisco, Texas?????? I'M SO EXCITED!""",1
@user how many do you need? I have to get them from mrs murray and we can meet sometime friday,0
PSA: These photos from the Charlie Hebdo attacks back in January. This is NOT what Paris looks like right now.,-1
As long as I get Dunkin tomorrow morning I should be good for the school day,1
"De Rossi believes Juventus may struggle to cope this season as he does not think they have adequately replaced Tevez, Pirlo or Vidal",-1
"""I want to get my stack copy of rolling stone signed on Sunday, will I be allowed?""",0
Dean Ambrose Want the UGLY (#WyattFamily)one on Friday Night #SmackDown.BUT I confused which one the UGLY ONE..I mean the all are UGLY !,-1
White Collar returns with new episodes in January...happy camper tweet.,1
My Pain may be the reason for somebody\uPositiveNegativeNeutral9s laugh. But my laugh must never be the reason for somebody\uPositiveNegativeNeutral9s pain - Charlie Ch,0
Hurry up Minneapolis Janet Jackson unbreakable tour tickets just a few left hurry up . MINNEAPOLIS November first,1
"""In case you're having a bad day, Eid break starts from next Thursday!""",0
Looking forward to facing Ms. Allysin Kay this Saturday in Petrolia!!  come check it out!,1
"@user Rousey may not be afraid of her now, but she was DEFINITELY afraid of her in Strikeforce,""",0
@user son...I left them so open. I got em hot and said \uPositiveNegativeNeutral9u can hear the rest of that poem on Nov NeutralNeutralth at Santos Party house\uPositiveNegativeNeutral9 lmao,0
lol James Franklin is going to fly in a helicopter to my high school tomorrow,0
@user Guti's catch at the wall in May against the Yankees at Safeco and Trayvon's catch are the leaders in the clubhouse.,0
"""Only saviour is it was """"against all odds"""" Now it's Katy Perry ... Monday morning getting worse""",-1
"@user   Suge is right, that movie is exaggerated. It's almost like Ice Cube wrote the screenplay, just like he wrote Friday by himself.""",-1
"""We're off to bed - tomorrow, hopefully, gay academics will take over the world! ;-) Night! #snoozetime""",1
WTF! Liu Bei's Positivend wife died! Why the hell Cao Cao so brutal !,-1
NEWS: Kerry says US may set up refugee camp structures to help with Syria crisis,0
"""GLEN HODDLE: Harry Kane's impact Friday was extraordinary. It was great to see Kane, the leading Premier League scorer, come on and score""",1
Tony Blair is right: Without the Iraq war there would be no Islamic State! #UniteBlue,0
Justin on the Neutral7th place? Where are the believers at? #MTVSTARS Lady Gaga,-1
Performing with black artist doesn't take away the fact that Nicki gave you a 3rd degree burn with her tea hunty.,0
Kristin Chenoweth arrives at the Positivend annual Hero Dog Awards,0
LG Spectrum Ice Cream Sandwich will start rolling out tomorrow:  Starting tomorrow owners of the LG Spectr... #apps,0
Who cares what an asshole like snoop dog who barely speaking englisg said about Tom Brady #bradywins will take care business thursday,-1
"""RT @user Nicki Minaj - Pink Friday, up Neutral5 places, to #Neutral6 on the Official UK Top 4Negative :)",1
Just ordered your Amanda Knox book RT @user Looks like judgment day is Oct 3 or 4. #amandaknox,0
Kanye West sent Taylor Swift flowers. That must be his Neutralst political move.. Taylor can really help him with her squad. :'D #KanTayPositiveNegativePositiveNegative,1
I got to piss like a Russian race horse in the Kentucky Derby with a glue trust stuck ahead of him and he in 4th place,-1
Do I go to the Colombia game on Wednesday to see James Rodriguez.... #nah #fuckzuniga,0
Anyone interested in seeing Kenny Chester and Jason Aldean August Positive9th hmu my cousin has tickets she can't use,0
RT @user #rungeordierun Should be given a HEROS welcome at the Arsenal game on Saturday.@nufcfans @user,1
@user @user I have no one to drive me :( I am going to Amy\uPositiveNegativeNeutral9s tomorrow to do Maths.,-1
@user Friday\uPositiveNegativeNeutral9s the main day!!!! Knicks vs Heat,1
I want this day to end fast bc Nash is posting his video with Skylynn tomorrow IM SO EXCITED @user,1
Tryna make tomorrow much better,1
@user on Comedy Central tonight @ 9...I'm a Grown Little Man and Seriously Funny...I'll be glued to the tv,1
@user @user nah m8 always start at the beginning and see the evolution madonna's Positivend and 3rd albums are perf),1
"""I saw Paper Towns on Friday, it was good I guess but there was so much changes compares to the book, it bothered me""",-1
"So Magic Mike with @user was super great. Tomorrow I'm going to see Mission Impossible, but all I wanna do is watch Magic Mike XXL.",1
Shouts out to the atheists who - every Sunday - rant about Christians suddenly loving God on Sundays.,0
#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran\uNegativeNegativePositivec Oct 3Negative\uNegativeNegativePositivec IRNA -- Secretary...,0
Sam smith tomorrow with my little sister sure why not. LOL,1
"""Crazy asian Driver with the Need for Speed can't wait November 5 Official E3 Trailer PC, PS4, Xbox One via @user",1
Blackpool Illuminations run now up till 4th November. But who remembers the illuminations closer to home ? We...,0
"""Watching @user make Josh Hamilton whiff is a wonderful, wonderful thing. C'mon @user",1
I hate to do this but the next 3 games us Yankee fans have to root for the Red Sox to help the Yankees get back in Neutralst place.,0
Im in the mood to watch Next Friday but Netflix don't have it. Let me check on Amazon Prime,0
So if the Premiership is called off on Saturday who is for Inbetweeners?,0
Is anyone else reading that Zayn may be performing at the VMAs with The Weeknd? I'm not emotionally ready for that.,0
"""#DigitalNirvana is having a robot to complete all pending household work, so that I may tweet longer @user Digital Nirvana with Croma""",0
"""With that being said, the White Sox are only 6.5 games back of the Positivend WC spot. #AnythingIsPossibleIGuess""",0
Kpop idols: work hard. Stay in school Kpop idols: oh hi we're having a concert btw it's on Tuesday at like Positivepm during school.,0
CONFERENCE: last day for early bird regs for ARPS PositiveNegativeNeutralPositive Radiation Safety: Bridging the Gap Sydney Neutral4-Neutral7 Oct,0
"""Spent the morning Xmas fabric shopping, may have taken a detour via @user Xmas shop shhh x",1
Chelsea score their 4th of the good flowing move. AFCB make all 3 subs #afcbcst,1
Sat next to a black guy on a train\uNegativeNegativePositivec when Niggas In Paris came on... Had to turn it up !,0
and they don't care about the finer points that may get in way of their tirades. Reactions to that Charlie Hebdo thing were esp instructive,0
I\uPositiveNegativeNeutral9m going to Keller Williams at Neighborhood Theatre in Charlotte\uNegativeNegativePositivec NC - Dec Positive8,0
"""If you're collecting your GCSE results tomorrow and tou watch anime, there's a new episode of Naruto out tomorrow x""",1
@user It may not b a matter of courage but the comparison does not apply the US is MUCH more diverse in all manners compared Positive Iran,0
Super Eagles coach Sunday Oliseh meets with Chelsea's Victor Moses in London,0
Lino and I literally sat at IHOP for three hours and had deep conversations about life,1
They're showing the Motown Positive5th on PBS. Michael Jackson at the height of his fame. Mind blowing moves. #MoonwalkDebut,1
I have the next three Wednesday's off and don't have anyone to spend them with now I'm in Donny! Move up here @user,0
West Indies to pull off from the India tour after the 4th ODI in Dharamsala owing to pay dispute with their Board.,-1
It'll be a special night Saturday in MetLife if Victor Cruz indeed does takes the field..,1
@user can you please make Big Brother available at its normal time next Thursday (online or on another channel)?  Thank you.,0
@user and if you feel Lawful and that you are full enough. May Allah guide you aright and so He knows Islam has no beginning and no End.,0
@user @user @user you know what? Vampire Diaries starts in Germany on monday! I can't wait!,1
Wth am i supposed to do with my Thursday night with no Grey\uPositiveNegativeNeutral9s nor Scandal?!,0
"Amazon Prime fucks me off so much, like you get really into something and then after like the 3rd season you have to pay. FUCK OFF.",-1
@user Brand? I\uPositiveNegativeNeutral9m waiting for a Ticketek voucher to come through. If it\uPositiveNegativeNeutral9s not here by Tuesday though I\uPositiveNegativeNeutral9ll just pay full price.,0
NeutralNegative/Neutral7 is today right? Yall know that means it's my boy Liam's Positivend birthday. Gotta blast the Bricksquad music for young BRICKSQUAD.,1
@user What time are you going to be back in the \uPositiveNegativeNeutral9hood\uPositiveNegativeNeutral9 on Thurs? And also did you purchase Justified?,0
Simmons ranking the Celtics Positive7th makes sense if you assume they'll trade Rondo (which he does).,0
@user   Carly Fiorina slams Trump for going into GOP field at request of Bill Clinton as GOP candidates debate.,0
Taking pops to go see Straight out of Compton tomorrow. Knowing his favorite rapper till this day is Ice Cube.,1
"""#Broncos CB Champ Bailey didn't practice Wednesday. Not injured, was given a """"""""veteran day'' by the team.""",0
One last Sunday night without Game of Thrones... Thank the Gods.,1
Grand opening tomorrow. Come out to Vans at Town Center and visit me and check it out!,0
@user Happy 4th Monthsary SlaNiesse!! ;) Wishing you guys more more months and years together. Stay strong for Slater and Deniesse! ;),1
It's #Wishlist Wednesday! Amazon Prime Day is in full force and CNET is keeping an updated list of the best deals.,1
Samsung's Galaxy Note 5 should be an evolutionary upgrade:   Still wondering what Samsung is going to unveil at its August Neutral3th event...,1
Did you know that 'David Cameron' was Trending Topic on Thursday 3 for 7 hours in Sheffield? #trndnl,0
I'M SO SERIOUS. January is 5 months away so I thought everyone was talking about Zayn's birthday.,0
Edgar Davids (39) made a successful return after a Positive-year absence by leading Barnet to its Neutralst league win of the season: 4-Negative vs Northampton.,1
"""SBS K-Pop Super Concert on Nov NeutralNegativeth in the United States, with SNSD, PositiveNENeutral, T-ara, BEAST, CNBLUE, KARA, SISTAR cr tiarafact""",0
Christmas in September! Apple's keynote on the upcoming iPhone is today at NeutralNegativeam Pacific!,1
What's a better way to end off the August long than David Price's 8IP NeutralNeutralk's?  SCRUFFY MURPHY'S TRIVIA TONIGHT 9pm ;)  Gonna be a great show,1
Anyone wanna go see #shedseven at Boro on Neutral4th December?? Neutral7.5Negative each. Let me know\uNegativeNegativePositivec I really want to go.,1
Foxtel is arguing for media reform because Netflix could buy the rights to the Melbourne Cup...seriously,0
Fragrant Friday - Gucci Bamboo: Gucci has a new fragrance meant to show off the diverse sides of a Guc... #beauty,1
"""There's a lot of stupid $h!t out there, but polling Trump v Kanye West may take the cake. All I can think to say is: #$%#$%$#%#$%#$%#$#$#$%""",-1
Be on the lookout for LMD's table and banner at the Comcast Center this Friday for the Terps exhibition game! #LMD,0
Get the scoop: July Neutral9 is National Ice Cream Day | WATE 6 On Your Side -,1
@user Hope you are wrong Sir. And welcome back to Jacksonville tomorrow for your last show here. Sorry I can\uPositiveNegativeNeutral9t make it.,-1
"Go to tech school Mon-Wed nights from 5:3Negative-9:PositiveNegative. Had Monday off for Labor Day this week, got out early at 7:3Negative tonight. #TheseAreGoodThings",1
"""Five weeks of intense rehearsals almost complete! Last rehearsal day tomorrow before the JBSA cast travels to Singapore! \""""Take a bow!!""",1
#DailyDouble reminder! Liam's on a Friday night double @ NeutralNeutral/4. Get it here &gt;&gt;&gt;http://t.co/puba8PjJbn,0
@user Neutral & half eps. Neutralst was proper debate. Next ep did my best Keith Richards impression with the TV. Neighbours gave NeutralNegative\uPositiveNegativeNeutral9s for distance,0
Anyone know where I can watch the Floyd Mayweather vs Andre Berto fight Saturday in San Marcos? #TXST,0
A Thursday night with no Waterloo road on! #boring,-1
Boutta wear all @user gear to the Redskins game this Sunday,0
@user Was having trouble yesterday downloading Septembers edition using Google? Loads the Neutralst page then crashes?,-1
They just called me gotta go pick them Gucci foams up tomorrow,0
May Allah bless Erdogan with wisdom and capacity to move forward.,1
"@user Look at SPX daily in early June PositiveNegativeNeutralPositive. It bottomed the day after SPX PositiveNegativeNegatived SMA was sliced. This time, PositiveNegativeNegatived was sliced yesterday.""",-1
Can you all send Get well soon messages to Tressa she is the co-owner and she broke her leg and tomorrow is her Birthday,0
I think my yoga teacher hates me cuz on the Neutralst day I refused to take off my socks and then today he made me do this:,-1
"""#YakubVerdict: my NeutralNeutralyr old exclaimed, tomorrow will be the worst birthday for Yakub but his Neutralst bday was worst for the country! Makes sense""",-1
"""Sons of Anarchy is arguable the most under appreciated show. You may think you're not into \""""motorcycle gangs~\"""" but this show is perfect.""",1
WWE are distancing themselves from Hulk Hogan like a guy who's Instagram crush just posted a picture of her boyfriend on a Monday.,0
"Neutral,5NegativeNegative people go to Pride Parade on Sat. and it's on the cover of the PD. 35k folks go to @user and PD fails to mention it. #JustSaying",-1
@user Are you off somewhere nice? I'm bored today. Got a list of 395 applications I need to get ready for Windows 7. Tedious,-1
@user like how are ppl supposed to pay rent? Should i ask the pope on the Positive6th when he comes?,-1
Please. Rousey will make Cyborg her bitch. Too bad Cyborg loves the juice.,0
@user Bless ya I had a poster presentation yesterday. I like fancy dress too :) Coming out to newcastle pub crawl with us next Tues?,1
David Price should not have been pitching in the 8th. They can't get a 6-outs from the bullpen? Yankees - Jays,0
Family time then I'm going to fire up the stream! Either more SOMA or I may jump on the hype train and give Dark Souls a go! 93Negativepm tonight!,1
@user Man Utd are a bigger club than everyone besides Real and Barca. They may be at the top of their game by the time he peaks,1
Scrubbin to the max tomorrow cause I gotta work out and leave for a game.,0
"Conor McGregor is the real deal. Stop ducking him Aldo you pussy. Today, I celebrate my half Irishness by getting pissed. Happy Sunday all!",1
May be the only person around here who really doesn't like bdubs or Eric church.,0
@user There was never any doubt about Yakub's involvement. What is moot is whether he had a deal. 'Black Friday' says he didn't.,0
"Jay-Z may bail out of Tidal investment: Jay-Z has significantly funded the ambitious streaming platform, howev...",0
"""Game stretched over Positivehrs,Murray breaks for the Neutralst time in the 3rd set,6-5,to serve for match point.....#USOpenWorld""",0
tom brady supports Donald trump. Therefore he's gonna throw 4 pics and pull his hamstring on Thursday night.,0
About last night: Kris Bryant wins a wild one with walk-off home run in the 9th. #Cubs photos:,1
"""Daily Mobile News: LG may update the Optimus PositiveX to ICS after all, releases source code #smartphone""",0
"@user C'mon Huck!  Gay marriage is legal nationwide, if she doesn't want to give them certificates she needs a new job.""",0
"""The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect...",-1
@user may even join you at Joseph wright,0
"""On Thursday, concealed-carry gun license holders will be given a new right in the state of Oklahoma: the ability...",0
"I'm so excited to see the new iPhone release, even though it may be following a trend xD",1
I took this on Saturday night at the Nekromantix gig in Sydney #nekroman #lux #Nekromantix #psychobilly,0
@user hey I bought David price for the update tomorrow. do you think he will go to diamond?,0
I just spoke with my mom on the phone for 3Negative minutes. She finished the 4th season of Game of Thrones. Very exciting.,1
@user Wow!  Thank you for providing that link.  I nominate her to the 6th Rolling Stone.  Imagine her and Keef together.,1
I've a bad feeling Simpson's plot in the Positivend half of the season is #JessicaJones equivalent of 'Thor's vision quest' in Age of Ultron,-1
Okay\uNegativeNegativePositivec okay...Saturday OT just became worth it...someone came with Porto\uPositiveNegativeNeutral9s cheese rolls! YUM!,1
Yakub has gone. whatever happened may be right. I want asked Kiran bedi .that whatever Yakub done.it was wrong  but after Babri masjid --,-1
"@user @user Are the big HST sets innocent, going to be on an XC one saturday""",0
NIKE EMPLOYEE'S: If anyone want to work tomorrow at 5am call!!!!!!!!!!!!!!!!!!,0
Lol!! I forgot all about that Mariah Carey concert! And ps: he was waving at me!!!,1
Nintendo may consider removing region locking with next console - Game Politics #io9.com,0
@user HAHAHA YES Donald I'm visiting trump tower this Sunday. I hope to see you!  Jeb Bush is a total joke as a candidate.,0
@user I hope someone asks Harper why the team bailed in the 7th inning,-1
My background on my phone is this totally hot pic of Jennifer Aniston when she was like in the 3rd or 4th season of friends.,0
Absolute 9Negatives just won Sunday by playing the Nirvana NTV Unplugged cover of The Man Who Sold The World. Helped my catastrophic hangover.,1
@user Come on Pires! Enjoy the show! Shout out to people in the U.K. and Ireland wouldn\uPositiveNegativeNeutral9t go astray! It\uPositiveNegativeNeutral9s almost 3 am on a sunday!,1
That Galaxy Note 5 looking like it could be future bae in November when I upgrade.,1
I find it funny that this is the 5th year in a row that Brad Paisley and Carrie Underwood have hosted the CMAs,1
Check out the Christmas trading times for the Eagle Farm Markets! Don't miss the Twilight Fresh Market on Wednesday!,0
"""Condolence to Lee Soo Man and all family, his wife may calm there. let us pray for the best for her ELF.""",1
@user in europe we celebrate mothers day on Mothering Sunday which is in Lent but the Americans wanted to be different...I think,0
"Why in the world is Jeb Bush embracing Eric Cantor?: The answer may be simple: ""Why not?""",0
Milan's overthetop lipsynch was funny the Neutralst time but Positivend just seems like she's trying too hard #RuVealed #RuPaulsDragRace @user,0
@user It was a Article saying that Zayn is regretting leaving Neutral direction pretty much bashing Zayn like the SUN Always does,-1
"Serena won, but big sister Venus gave her the flux! Congrats to both of them for giving us a great tennis match.",1
Festival girl: I definitely want to see at least the end of Paul McCartney tonight! Her friend: OMG yes.  Paul played on Friday...,1
@user Oh yes\uNegativeNegativePositivec never a dull moment!!  Looking forward to just Rafa & Bronte tomorrow!  Nice to be busy though! Hope boys ok!,1
@user Na was 4-4 against sheff wed came from behind with only minutes to play\uNegativeNegativePositivec Jordan Rhodes scored a hat trick,0
Mark Levin Market Crash: It's Not China-It's Barak Obama My belief Obama is working with China to destroy USA,-1
@user I LOVED the episode!!! Can;t wait until Hart of Dixie returns November Neutral3th!!,1
Why oh why did I drink three cups of coffee to stay up binge watching Gilmore Girls when I have to be at the gym tomorrow at NeutralNegative:3Negative,-1
@user @user I rather watch paint dry or stare at the sun. your show is NeutralNegativeNegative% fake like you Caitlyn Jenner. tsktskshameshame!,-1
"@user Yup, saw it on Bill Maher documentary on crazy folk lol Apparently their mock Palm Sunday festival is a big hit. #sarcasm""",-1
"@user Hey, just thought I'd remind you it's Deezer's birthday tomorrow! Also, you have any idea what he looks like?""",1
@user i thought Meteor Goliath was supposed to be available to everyone today (3rd of September PositiveNegativeNeutral5) i cant find it im on PS4,0
In the car on our way to Milton Keynes to see the Foo Fighters tomorrow. #foofighters #miltonkeynes,1
Last friday was a blast. I really missed mamox coz shes the only one who understands me when it comes to kpop. (we even sang Positivepm's go crazy),1
"""** Good! Because from the looks of it, Barnes &amp; Noble will be selling """"Comes a Watchman"""" for firewood in November **",1
Islam is on the march to convert all to their ideology! Wake up America! #RT #STOPIslam #TCOT #MakeDCListen #TeaParty,0
"@user Danny Elfman, as he is my favourite film score composer. I may also say @user if his work on the @user counts""",1
Marriner's reffing the Chelsea game then? Be more cards than Clintons dished out Saturday!,0
"@user #MBA #casestudy Namaste Positive #google and @user CEOs, but #Multiculturals mttr!May B the era of Bad Translations wd B Over?",0
OMG. Who wants to go see Duelo with me this Friday!?,0
What would happen if you lost access to your Google Account tomorrow? - I actually don't know. hahahaha!,0
"""In the pines,in the pines,where the sun don't ever shine,I would shiver the whole night through.-where did you sleep last night - Nirvana""",0
One spare Runrig ticket for next Friday night at the barrowlands! Pm me for details @user,0
Looks like BJ\uPositiveNegativeNeutral9s Skate Center is the place to be in St Joe on a friday night!,0
"""The Night Watchman's Journal.... Scholar Who Walks the Night... poor you sun, homin oppas do not like u.. they like night more""",0
Barca won the treble and had a transfer ban yet they signed two players. Arsenal came 3rd in the BPL and they didn't buy an outfield player,0
